"idaction","name","hash","type","url_prefix"
416,"example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiestas-de-la-mare-de-deu-de-gracia-de-mao/",1389325692,1,0
417,"Example, Secret Spa Destination | Example Blue",1584229433,4,"NULL"
418,"example.org/exampleblue-travel-tips/essential-example/example-the-secret-spa-destination/",2503103772,1,0
419,"Example Blue | Cala Mitjana &amp; Cala Mitjaneta",609985407,4,"NULL"
420,"example.org/explore-the-island/beaches/cala-mitjana-cala-mitjaneta/",3643099697,1,0
421,"Example Blue | Cala Turqueta",525024892,4,"NULL"
422,"example.org/explore-the-island/beaches/cala-turqueta/",458140584,1,0
423,"Example Blue | Beaches",1312491105,4,"NULL"
424,"referrer.example.org/explore-the-island/beaches/",3106322270,1,0
425,"Example Blue | Cala Barril",1637862449,4,"NULL"
426,"referrer.example.org/explore-the-island/beaches/cala-barril/",3937887076,1,0
427,"Example Blue | Cala Blanca",1254178514,4,"NULL"
428,"referrer.example.org/explore-the-island/beaches/cala-blanca/",3550449236,1,0
429,"Advertising Technology",1713372121,4,"NULL"
430,"example.org/offers/advertising-technology/",3265441557,1,0
431,"example.org/2013/04/viewable-impression-tracking-and-pitfalls/",204296174,1,0
432,"Page Not Found » ExampleCode",2686089557,4,"NULL"
433,"example.org/praca/copywriter/",4253355053,1,0
434,"Example Blue | Fiestas de ‘Sant Gaietà’ de Llucmaçanes",1777765841,4,"NULL"
435,"example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiesta-de-sant-gaieta-de-llucmacanes/",319394358,1,0
436,"Example Blue | Cala Galdana",2109152392,4,"NULL"
437,"example.org/explore-the-island/beaches/cala-galdana/",3319985146,1,0
438,"Example Blue | PLAN YOUR HOLIDAY",3386196187,4,"NULL"
439,"example.org/plan-and-book-your-holiday/",3673586820,1,0
440,"Example Blue | Excursions &amp; Tours",737384023,4,"NULL"
441,"example.org/what-to-do-on-example/excursions-tours/",827786421,1,0
442,"example.org/ca/",2697244534,1,0
443,"Example Blue | Category Archive | EXAMPLE TRAVEL TIPS",4144309425,4,"NULL"
444,"example.org/category/exampleblue-travel-tips/",606740956,1,0
445,"referrer.example.org/category/example-island-guide/",2224571559,1,0
446,"Why Choose Example for your Holiday? | Example Blue",1552939952,4,"NULL"
447,"example.org/example-island-guide/choose-example-for-your-holiday/",862831233,1,0
448,"example.org/example-island-guide/fiesta-example/",2549727445,1,0
449,"referrer.example.org/portfolio/",219642446,1,0
450,"Ciutadella’s Lighthouse: Sa Farola | Example Blue",1747184064,4,"NULL"
451,"example.org/exampleblue-travel-tips/example-excursions/ciutadellas-lighthouse-sa-farola/",1835895538,1,0
452,"http://download.example.org/wp-content/uploads/2011/11/Galdana-Panorama-2-1.jpg",3033641695,3,"NULL"
453,"Fishing in Example ‘Peix de Roca’ | Example Blue",45594513,4,"NULL"
454,"example.org/example-lifestyle/example-cuisine/%E2%80%98peix-de-roca%E2%80%99-fishing-in-example/",77373538,1,0
455,"Web Applications",3796040506,4,"NULL"
456,"example.org/offers/web-applications/",838840038,1,0
457,"Das Beste von Example – Teil 3 | Example Blue",349088560,4,"NULL"
458,"example.org/de/general-de/das-beste-von-example-teil-3/",1747353293,1,0
459,"Langosta Menorquina (Lobster) | Example Blue",3893917407,4,"NULL"
460,"example.org/example-lifestyle/example-cuisine/dieta-mediterranea-langosta-menorquina-lobster/",2412072070,1,0
461,"Example Blue | Binigaus",1417902799,4,"NULL"
462,"example.org/explore-the-island/beaches/binigaus/",3681521811,1,0
463,"The Example Blue Island Guide | Example Blue",2501815272,4,"NULL"
464,"example.org/example-island-guide/example-island-guide/",1600417900,1,0
465,"example.org/what-to-do/",3914945928,1,0
466,"Example Blue | Family &amp; Friends",1421905738,4,"NULL"
467,"referrer.example.org/culture-lifestyle/family-friends/",2934278023,1,0
468,"http://download.example.org/wp-content/uploads/2011/11/Mitjana-1.jpg",57092432,3,"NULL"
469,"Example Blue | Tour the Island",113521957,4,"NULL"
470,"example.org/culture-lifestyle/tour-the-island/",2954041864,1,0
471,"Food in Example | Example Blue",3788376450,4,"NULL"
472,"referrer.example.org/example-island-guide/food-example/",722418188,1,0
473,"Example Blue | Local Delicacies of Example",1398319672,4,"NULL"
474,"example.org/culture-lifestyle/examplen-cuisine/local-delicacies/",1161004204,1,0
475,"http://referrer.example.org/wp-content/uploads/Comida-de-Example-Example-Blue.jpg",1749312597,3,"NULL"
476,"Example Blue | Examplen Cuisine",1057074493,4,"NULL"
477,"example.org/culture-lifestyle/examplen-cuisine/",1464120097,1,0
478,"Example Blue | What to expect",2520851443,4,"NULL"
479,"example.org/plan-and-book-your-holiday/accomodation-options-example/what-to-expect/",3262336306,1,0
480,"Example Blue | Hotel Options",3240528457,4,"NULL"
481,"example.org/plan-and-book-your-holiday/accomodation-options-example/hotel-options/",3617301597,1,0
482,"example.org/explore-the-island/beaches/",874233321,1,0
483,"referrer.example.org/explore-the-island/beaches/cala-galdana/",95441233,1,0
484,"La Fiesta de María Auxiliadora | Example Blue",3480283217,4,"NULL"
485,"example.org/example-lifestyle/culture-heritage/maria-auxiliadora/",478838789,1,0
486,"Example Blue | Cala Pregonda",3605402690,4,"NULL"
487,"example.org/explore-the-island/beaches/cala-pregonda/",3672513321,1,0
488,"Example Blue | Towns of Example",4070069646,4,"NULL"
489,"referrer.example.org/explore-the-island/towns-of-example/",684005446,1,0
490,"referrer.example.org/explore-the-island/beaches/cala-macarella-macarelleta/",3819493318,1,0
491,"http://download.example.org/wp-content/uploads/2012/08/Imagen-380-2.jpg",253084103,3,"NULL"
492,"referrer.example.org/example-island-guide/choose-example-for-your-holiday/",185619203,1,0
493,"Example Blue | Why Visit Example?",3308687945,4,"NULL"
494,"example.org/introduction-to-example/why-visit-example/",3445605325,1,0
495,"Example Blue | History of Example",1409676793,4,"NULL"
496,"example.org/introduction-to-example/history-of-example/",2112835739,1,0
497,"Example Blue | Travel around Example",2986949978,4,"NULL"
498,"referrer.example.org/plan-and-book-your-holiday/travel-around-example/",2299609626,1,0
499,"http://download.example.org/wp-content/uploads/2011/02/Fields-of-Flowers.jpg",418799451,3,"NULL"
500,"http://download.example.org/wp-content/uploads/2010/06/Comida-de-Example-Example-Blue.jpg",3074720467,3,"NULL"
501,"A Visit to Example’s 7 Lighthouses | Example Blue",670122509,4,"NULL"
502,"example.org/exampleblue-travel-tips/example-excursions/a-visit-to-examples-7-lighthouses/",2657017457,1,0
503,"Cookie tracking in advertising and web analytics",224648769,4,"NULL"
504,"example.org/2013/01/cookie-tracking-in-advertising-and-web-analytics/",3420687690,1,0
505,"Example Blue | Category Archive | Essential Example",3652752484,4,"NULL"
506,"example.org/category/exampleblue-travel-tips/essential-example/",1736434251,1,0
507,"Tracking with web bugs, beacons, pixels, tags.",4175194716,4,"NULL"
508,"example.org/2013/01/tracking-with-web-bugs-beacons-pixels-tags/",2793872246,1,0
509,"Parking | Example Blue",4166157360,4,"NULL"
510,"example.org/explore-the-island/beaches/son-saura/attachment/parking-4/",2562366628,1,0
511,"System Administrator",855922057,4,"NULL"
512,"referrer.example.org/praca/system-administrator/",836750930,1,0
513,"example.org/example-island-guide/food-example/",700742293,1,0
514,"Example Blue | Town Fiestas – Dates &amp; Events",1812366095,4,"NULL"
515,"example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/",256951355,1,0
516,"Example Blue | Category Archive | For Couples",1867080826,4,"NULL"
517,"example.org/category/exampleblue-travel-tips/example-romance/",3408124223,1,0
518,"Example Blue | Category Archive | Must Know &amp; Do",2716115641,4,"NULL"
519,"example.org/category/exampleblue-travel-tips/example-must-know/",2149380288,1,0
520,"Example Open for Work &amp; Play | Example Blue",1661635075,4,"NULL"
521,"example.org/exampleblue-travel-tips/example-must-know/example-open-for-business-pleasure/",2248680727,1,0
522,"Example Blue | Category Archive | EXAMPLE TV",2177280573,4,"NULL"
523,"example.org/category/example-tv/",978992661,1,0
524,"Example Blue | Cala Tortuga",1420768562,4,"NULL"
525,"example.org/explore-the-island/beaches/cala-tortuga/",4001345857,1,0
526,"The Emotion of Sant Joan, The People of Ciutadella | Example Blue",1029899790,4,"NULL"
527,"example.org/example-tv/emotion-sant-joan-people-ciutadella/",774932544,1,0
528,"Beach",2890238748,8,"NULL"
529,"referrer.example.org/explore-the-island/beaches/cala-turqueta/",1519027050,1,0
530,"Snorkelling S’Amarador, Example | Example Blue",4070176393,4,"NULL"
531,"example.org/example-tv/video-snorkelling-sa-mirador-example/",2795526270,1,0
532,"http://download.example.org/wp-content/uploads/2011/11/Tortuga-Panoramaa.jpg",667448474,3,"NULL"
533,"Example Blå | kika inne paradiset &amp; bor den lokala livsstilen",2978075666,4,"NULL"
534,"Example Blue | Examplen Fun Facts",459076552,4,"NULL"
535,"example.org/introduction-to-example/examplen-fun-facts/",1482336105,1,0
536,"example.org/2013/04/alternatives-to-cookie-tracking/",171644295,1,0
537,"example.org/es/estilo-vida-example/una-vida-menorquina/xavi-gomila/",2984463832,1,0
538,"example.org/praca/system-administrator/",3168978149,1,0
539,"Why should you use Piwik?",2088095683,4,"NULL"
540,"example.org/2014/03/use-piwik/",2125390714,1,0
541,"Why fixed bid does not work in software development",2129768760,4,"NULL"
542,"example.org/2014/02/why-fixed-bid-does-not-work-in-software-development/",3627476782,1,0
543,"Example Blue | Where is Example?",1569074500,4,"NULL"
544,"example.org/introduction-to-example/where-is-example/",2197227377,1,0
545,"Example Azul | Son Saura",868498601,4,"NULL"
546,"example.org/explore-the-island/beaches/son-saura/",3963876797,1,0
547,"http://outlink.example.org/translate_c?depth=1&amp;hl=pt-PT&amp;prev=/search?q=son+saura+naked&amp;biw=1440&amp;bih=747&amp;rurl=translate.google.pt&amp;sl=en&amp;u=http://exampleblue.com/category/example-island-guide/&amp;usg=ALkJrhh7myiE07e7w15qfCiYDEOWHOyECw",141528719,2,"NULL"
548,"Example Azul | Arquivo Categoria | GUIA Ilha de Example",142447929,4,"NULL"
549,"http://outlink.example.org/translate_c?depth=1&amp;hl=pt-PT&amp;prev=/search?q=son+saura+naked&amp;biw=1440&amp;bih=747&amp;rurl=translate.google.pt&amp;sl=en&amp;u=http://exampleblue.com/&amp;usg=ALkJrhhKrbT0Z-02glw1BRogQ5yyEZ9bsw",1698328204,2,"NULL"
550,"Example Azul | olhada dentro paraíso &amp; vive o estilo de vida local",1421725426,4,"NULL"
551,"http://outlink.example.org/translate_c?depth=1&amp;hl=pt-PT&amp;prev=/search?q=son+saura+naked&amp;biw=1440&amp;bih=747&amp;rurl=translate.google.pt&amp;sl=en&amp;u=http://example.org/what-to-do-on-example/&amp;usg=ALkJrhgAq4rnIFZPbg25b1gy0MtOLMelsA",3481409079,2,"NULL"
552,"Example Azul | O QUE FAZER EM EXAMPLE",2738501622,4,"NULL"
553,"Python Developer",3854904223,4,"NULL"
554,"example.org/praca/python-developer/",496003967,1,0
555,"example.org/explore-the-island/beaches/cala-blanca/",995199019,1,0
556,"http://download.example.org/wp-content/uploads/2012/08/Cala-Blanca-3-1.jpg",3615603409,3,"NULL"
557,"Autumn Activities in Example | Example Blue",2361662223,4,"NULL"
558,"example.org/example-lifestyle/example-news/autumn-activities-in-example/",1340840571,1,0
559,"example.org/exampleblue-travel-tips/example-must-know/example-the-windy-island-ruled-by-%e2%80%98sa-rosa-dels-vents%e2%80%99/",4002965204,1,0
560,"Example Blue | Fiestas de Sant Jaume Es Castell",1737782025,4,"NULL"
561,"example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiestas-de-sant-jaume-es-castell/",2990571884,1,0
562,"PHP Symfony Developer",2806032598,4,"NULL"
563,"example.org/praca/php-symfony-developer/",1417678336,1,0
564,"Example Blue | Santandria",4214361918,4,"NULL"
565,"example.org/explore-the-island/beaches/santandria/",2754688125,1,0
566,"Example Blue | Es Castell",3500271300,4,"NULL"
567,"example.org/explore-the-island/towns-of-example/es-castell/",243813791,1,0
568,"Example Blue | Fiestas de Sant Antoni Fornells",2708592737,4,"NULL"
569,"example.org/culture-lifestyle/examples-local-fiestas/fiesta-dates-places/fiestas-de-sant-antoni-fornells/",1909317362,1,0
570,"Example Hurricane - ExampleShop",1801210837,4,"NULL"
571,"example.org/acheter/example-hurricane.html",1458200627,1,0
572,"Examples de Grande Taille - ExampleShop",1512846738,4,"NULL"
573,"example.org/selection/grand-examples.html",3837147738,1,0
574,"Example Finesse Génération 4 - ExampleShop",4210111441,4,"NULL"
575,"example.org/acheter/finesse-generation-4-mister-babache.html",1717838508,1,0
576,"Balles de Contact et acryliques - ExampleShop",332500260,4,"NULL"
577,"example.org/selection/balles-contact-jonglerie.html",2936058031,1,0
578,"Balles en acrylique - ExampleShop",1642761746,4,"NULL"
579,"example.org/selection/balles-acryliques-clear.html",3433581081,1,0
580,"Petite balle de contact - ExampleShop",4113625371,4,"NULL"
581,"example.org/acheter/petite-balle-contact.html",1519509423,1,0
582,"Examples Triple Roulement - ExampleShop",1151972418,4,"NULL"
583,"example.org/selection/examples-roulements-bille.html",1982088754,1,0
584,"Accessoires pour les Clowns - ExampleShop",2375221266,4,"NULL"
585,"example.org/selection/clown.html",3349791957,1,0
586,"Gadgets Divers - ExampleShop",53742022,4,"NULL"
587,"example.org/selection/gadgets-clown.html",946855132,1,0
588,"Achat Example - ExampleShop",468676038,4,"NULL"
589,"example.org/selection/examples-c-2.html",2831168323,1,0
590,"Examples de petite taille - ExampleShop",876786206,4,"NULL"
591,"example.org/selection/petit-example.html",2849738099,1,0
592,"Example Micro - ExampleShop",2639279429,4,"NULL"
593,"example.org/acheter/example-micro-henrys.html",1166560061,1,0
594,"Selection de Hula Hoops et cerceaux - ExampleShop",2899229030,4,"NULL"
595,"example.org/selection/hula-hoop.html",2189789609,1,0
596,"Hula Hoop Perfect Décoré - ExampleShop",482034640,4,"NULL"
597,"example.org/acheter/hula-hoop-decore.html",3918124508,1,0
598,"Puzzle Eléphant en bois - ExampleShop",1698368859,4,"NULL"
599,"example.org/acheter/puzzle-elephant-bois.html",2624658592,1,0
600,"ExampleShop Argenté 42mm - ExampleShop",2012560736,4,"NULL"
601,"example.org/acheter/exampleshop-argent-42mm.html",4125427401,1,0
602,"Anneaux pour faire des bulles gigantesques - ExampleShop",1606878326,4,"NULL"
603,"example.org/acheter/bulles-gigantesques.html",2864894734,1,0
604,"Matériel de Cirque - ExampleShop",1179515594,4,"NULL"
605,"referrer.example.org/selection/materiel-cirque-equilibre.html",1721798336,1,0
606,"Balle de jongle - ExampleShop",3289207155,4,"NULL"
607,"example.org/selection/balles-de-jongle-c-26.html",2509841580,1,0
608,"Balles de Rebond - ExampleShop",2311467531,4,"NULL"
609,"example.org/selection/balles-rebond.html",2752279436,1,0
610,"Example Circus - ExampleShop",2120581063,4,"NULL"
611,"example.org/acheter/example-circus-henrys.html",2061717895,1,0
612,"Bolas Foulard - ExampleShop",3666831245,4,"NULL"
613,"example.org/acheter/bolas-foulard.html",1575143860,1,0
614,"meche Kevlar 50mm - ExampleShop",2001722775,4,"NULL"
615,"example.org/acheter/kevlar.html",757735055,1,0
616,"Cloche de table dorée - ExampleShop",4214963820,4,"NULL"
617,"example.org/acheter/cloche-table.html",1525087529,1,0
618,"Grande Cloche de table - ExampleShop",2606499930,4,"NULL"
619,"example.org/acheter/grande-cloche-de-table.html",572230705,1,0
620,"Jonglerie - ExampleShop",1530343633,4,"NULL"
621,"example.org/selection/Jonglerie-c.html",896726587,1,0
622,"ExampleShop - ExampleShop",38595849,4,"NULL"
623,"example.org/selection/exampleshop.html",1545561547,1,0
624,"Apprendre à faire des ExampleShop - ExampleShop",2966742560,4,"NULL"
625,"example.org/selection/exampleshop-initiation.html",1051839676,1,0
626,"ExampleShop Helian - ExampleShop",2285297364,4,"NULL"
627,"example.org/selection/exampleshop-helian.html",3502147401,1,0
628,"ExampleShop PREAU - ExampleShop",754804285,4,"NULL"
629,"example.org/selection/exampleshop-preau.html",2255727096,1,0
630,"example.org/selection/exampleshop-professionnels.html",1730949185,1,0
631,"ExampleShop pour portés acrobatiques - ExampleShop",3899310016,4,"NULL"
632,"example.org/selection/exampleshop-preau-renforcees.html",685040857,1,0
633,"ExampleShop Powerstrider - ExampleShop",2010332596,4,"NULL"
634,"example.org/selection/exampleshop-urbaines.html",2389579105,1,0
635,"Large choix de bolas tissu, kiwido, mikido, bolas feu,drapeaux - ExampleShop",1825185500,4,"NULL"
636,"example.org/selection/bolas-swing-c-4.html",3328566516,1,0
637,"Bolas de Contact et Manipulation - ExampleShop",2029834759,4,"NULL"
638,"example.org/selection/bolas-contact-manip.html",175322294,1,0
639,"Acheter anneaux jonglerie - ExampleShop",290515659,4,"NULL"
640,"example.org/selection/anneaux-c-21.html",242589595,1,0
641,"Accessoires, perruques, barbes, gadgets - ExampleShop",1945431831,4,"NULL"
642,"example.org/selection/accessoires-carnaval.html",2422851643,1,0
643,"Fouets professionnels - ExampleShop",2556194833,4,"NULL"
644,"example.org/selection/fouets.html",1229361216,1,0
645,"Balles de Scène - ExampleShop",329376689,4,"NULL"
646,"example.org/selection/balles-scene.html",3715626341,1,0
647,"Balles de contact silx - ExampleShop",2193085706,4,"NULL"
648,"example.org/selection/balles-silicone2.html",2911178358,1,0
649,"Balle en acrylique de 100mm de diamètre - ExampleShop",3107371267,4,"NULL"
650,"example.org/acheter/acrylique-100mm.html",1794761464,1,0
651,"Balle de scène 130mm - ExampleShop",1656227709,4,"NULL"
652,"example.org/acheter/balle-scene-130.html",2691648110,1,0
653,"Balle de Scène 100mm - ExampleShop",132868782,4,"NULL"
654,"example.org/acheter/balle-scene-100mm.html",4078072748,1,0
655,"Petite cloche de table - ExampleShop",2991058089,4,"NULL"
656,"example.org/acheter/cloche-de-table.html",2934698834,1,0
657,"2318",3004435411,5,"NULL"
658,"Moyenne Cloche de table",2617175781,6,"NULL"
659,"Cloches de Table",1856859083,7,"NULL"
660,"480",3982825481,5,"NULL"
661,"Baguette Deos Carbone de Deos Juggling (FR)",2976437277,6,"NULL"
662,"Baguettes de Example",732868332,7,"NULL"
663,"1248",3709090383,5,"NULL"
664,"Ficelle Henrys Pro 10m",3786942953,6,"NULL"
665,"Port Eco",1123835614,7,"NULL"
666,"2345",2966586155,5,"NULL"
667,"Example Cyclone Quartz V2",147684883,6,"NULL"
668,"Examples à Roulements",3111319077,7,"NULL"
669,"2317",598414914,5,"NULL"
670,"Petite Cloche Table",922927399,6,"NULL"
671,"<span class=""langMOTprodTitre2345"">Example Cyclone Quartz V2</span><img class=""imgAdmin"" src=""images/admin/edit.png"" onClick=""adminLangue('langM','prodTitre2345');"" />",1541979256,6,"NULL"
672,"2277",1949555699,5,"NULL"
673,"Example Jazz FREE",3682600279,6,"NULL"
674,"1706",1477120167,5,"NULL"
675,"Baguettes aluminium",3536769981,6,"NULL"
676,"607",3093091276,5,"NULL"
677,"Pustefix 5L",988928457,6,"NULL"
678,"Recharge Bulles",4204690774,7,"NULL"
679,"826",4159941842,5,"NULL"
680,"Multi Bubbler, Multi Bulles",3697133399,6,"NULL"
681,"Bulles Géantes",3239346092,7,"NULL"
682,"1421",4129249759,5,"NULL"
